hour,current_dir,water_temp,wave_height,current_speed,wind_speed,tide_variation,drifting,prediction,cluster,p(s|pred),p(pred),p(pred|s),p(pred|drifting),p(drifting),p(~drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.041666667,0.065231481,0.174738509,0.354252199,0.431772199,0.339622642,0.070254111,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.083333333,0.066666667,0.166672805,0.343108504,0.382090671,0.264150943,0.121076233,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.125,0.107685185,0.16479449,0.382404692,0.21251405,0.528301887,0.477578475,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.166666667,0.529652778,0.167501473,0.361876833,0.064818284,0.339622642,0.247384155,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.208333333,0.667453704,0.167832941,0.298533725,0.099213188,0.41509434,0.210014948,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.25,0.612638889,0.17341264,0.291495601,0.252978644,0.367924528,0.292974589,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.291666667,0.591157408,0.185511196,0.269794721,0.368977145,0.433962264,0.168161435,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.333333333,0.542407408,0.186947555,0.269208211,0.335481454,0.235849057,0.248878924,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.375,0.502407408,0.188162934,0.250439883,0.322967403,0.462264151,0.266816143,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.416666667,0.419606481,0.186339864,0.305571848,0.196178344,0.462264151,0.323617339,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.458333333,0.226435185,0.199046111,0.347800587,0.167103784,0.509433962,0.49103139,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.5,0.128842593,0.206890837,0.341348974,0.317647059,0.5,0.216741405,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.541666667,0.092314815,0.199653801,0.334310851,0.32798801,0.396226415,0.288490284,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.583333333,0.055,0.219265616,0.331378299,0.294792057,0.20754717,0.160687593,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.625,0.091111111,0.236778138,0.284457478,0.202322967,0.150943396,0.452167414,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.666666667,0.240949074,0.244070419,0.240469209,0.037766954,0.141509434,0.188340807,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.708333333,0.589722222,0.237220094,0.207038123,0.142300487,0.132075472,0.432735426,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.75,0.556435185,0.252578079,0.188856305,0.278905957,0.103773585,0.303437967,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.791666667,0.56912037,0.253627725,0.181818182,0.400524541,0,0.119581465,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.833333333,0.546550926,0.241971126,0.150733138,0.356837767,0.075471698,0.047085202,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.875,0.52025463,0.21992855,0.134897361,0.323716748,0.08490566,0.122571001,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.916666667,0.435439815,0.182969947,0.167741935,0.152191832,0.132075472,0.201046338,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.958333333,0.178449074,0.189599293,0.17829912,0.184938179,0.226415094,0.307174888,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
1,0.101342593,0.205454479,0.197067449,0.382914949,0.254716981,0.491778774,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.041666667,0.074513889,0.180152475,0.217595308,0.456650431,0.254716981,0.234678625,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.083333333,0.057060185,0.196946818,0.22111437,0.435893593,0.339622642,0.032137519,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.125,0.045833333,0.18871538,0.207624633,0.370550768,0.29245283,0.141255605,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.166666667,0.7375,0.215508986,0.223460411,0.252603971,0.254716981,0.157698057,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.208333333,0.914884259,0.229927814,0.219354839,0.116672911,0.264150943,0.564275037,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.25,0.661412037,0.225342516,0.243401759,0.087523417,0.330188679,0.205530643,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.291666667,0.56337963,0.23230333,0.262756598,0.189584114,0.028301887,0.100149477,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.333333333,0.556365741,0.218547437,0.259824047,0.348070438,0.132075472,0.047832586,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.375,0.525347222,0.205123011,0.129618769,0.378269015,0.047169811,0.161434978,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.416666667,0.515740741,0.188273424,0.249853372,0.369201948,0.103773585,0.444693572,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.458333333,0.362314815,0.185811095,0.263929619,0.097939303,0.20754717,0.36696562,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.5,0.160393519,0.204239098,0.252199413,0.199400524,0.320754717,0.358744395,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.541666667,0.07912037,0.222635533,0.213489736,0.327913076,0.433962264,0.11509716,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.583333333,0.056180556,0.27202416,0.184750733,0.351592357,0.358490566,0.068759342,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.625,0.078935185,0.283515027,0.161290323,0.271487448,0.264150943,0.198804185,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.666666667,0.12974537,0.268930466,0.139589443,0.104608468,0.349056604,0.423019432,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.708333333,0.545486111,0.276443724,0.107331378,0.103859123,0.330188679,0.270553064,0,1,15,0.094240838,0.090328683,0.010225949,0.985981308,0.050602979,0.949397021,0.042590286,0.552356021,0.052054494
0.75,0.577453704,0.287050678,0.099120234,0.276133383,0.198113208,0.218983558,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.791666667,0.562986111,0.283128315,0.096774194,0.367103784,0.075471698,0.2877429,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.833333333,0.57212963,0.261859163,0.078005865,0.45477707,0.235849057,0.065769806,1,1,13,0.018324607,0.090328683,0.001850136,0.985981308,0.050602979,0.949397021,0.042590286,0.552356021,0.010121707
0.875,0.53400463,0.271858426,0.079765396,0.419258149,0.169811321,0.069506726,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.916666667,0.511365741,0.226613141,0.084457478,0.304233795,0.075471698,0.268310912,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.958333333,0.341157408,0.200592958,0.102052786,0.168077932,0.113207547,0.303437967,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
1,0.131990741,0.221585887,0.11143695,0.304233795,0.066037736,0.47309417,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.041666667,0.073935185,0.211641868,0.117888563,0.502884975,0.018867925,0.201793722,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.083333333,0.053032407,0.205343989,0.118475073,0.540352192,0.08490566,0.091180867,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.125,0.046180556,0.213962139,0.123167155,0.458448857,0.047169811,0.099402093,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.166666667,0.428194444,0.198106953,0.130205279,0.297414762,0.169811321,0.265321375,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.208333333,0.908564815,0.202692251,0.137829912,0.104083927,0.150943396,0.587443946,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.25,0.738310185,0.217166323,0.120821115,0.106107156,0.103773585,0.399103139,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.291666667,0.624259259,0.225563494,0.108504399,0.214387411,0.113207547,0.235426009,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.333333333,0.585208333,0.228767678,0.103225807,0.414687149,0.122641509,0.088938714,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.375,0.547268519,0.225397761,0.117302053,0.467890596,0.08490566,0.043348281,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.416666667,0.539467593,0.203907631,0.11085044,0.396253278,0.254716981,0.263079223,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.458333333,0.495601852,0.198714644,0.09032258,0.282128138,0.066037736,0.412556054,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.5,0.275454545,0.202978518,0.090055985,0.148458735,0.103773585,0.236173393,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.541666667,0.114791667,0.21567472,0.083870968,0.292993631,0.20754717,0.27877429,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.583333333,0.06962963,0.220591485,0.078005865,0.402173098,0.150943396,0.086696562,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.625,0.042430556,0.222801267,0.078592376,0.365605095,0.141509434,0.277279522,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.666666667,0.497800926,0.222746022,0.063929619,0.250131135,0.094339623,0.23019432,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.708333333,0.884191919,0.285242674,0.065742469,0.110364794,0.122641509,0.605381166,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.75,0.716666667,0.29412198,0.064516129,0.124840764,0.056603774,0.411061286,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.791666667,0.610046296,0.282078668,0.136070381,0.209441738,0.169811321,0.437219731,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.833333333,0.566712963,0.268654243,0.114956012,0.405020607,0.264150943,0.159192825,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.875,0.537453704,0.231253683,0.115542522,0.43297115,0.311320755,0.193572496,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.916666667,0.529467593,0.206062168,0.112609971,0.430123642,0.226415094,0.205530643,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.958333333,0.46599537,0.209376841,0.11085044,0.24885725,0.320754717,0.26083707,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
1,0.226805556,0.206614614,0.11026393,0.205695017,0.29245283,0.307174888,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.041666667,0.1075,0.220978197,0.08914956,0.434844511,0.254716981,0.37593423,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.083333333,0.065347222,0.224955804,0.06744868,0.544248782,0.132075472,0.358744395,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.125,0.049050926,0.233352976,0.060997068,0.515698763,0.188679245,0.262331839,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.166666667,0.023888889,0.211089423,0.059237537,0.383814163,0.198113208,0.159940209,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.208333333,0.88,0.210592222,0.069794722,0.235294118,0.132075472,0.324364723,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.25,0.786018519,0.212083825,0.108504399,0.103784189,0.066037736,0.508221226,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.291666667,0.660648148,0.220260018,0.112023461,0.22840015,0.028301887,0.205530643,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.333333333,0.598032408,0.227828521,0.123753665,0.384188835,0.150943396,0.471599402,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.375,0.565601852,0.231750884,0.114369501,0.508505058,0.037735849,0.153961136,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.416666667,0.544212963,0.219652327,0.086803519,0.450880479,0.150943396,0.076233184,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.458333333,0.527824074,0.217608279,0.11085044,0.387560884,0.160377358,0.294469357,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.5,0.469467593,0.226944608,0.121407625,0.222705133,0.188679245,0.499252616,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.541666667,0.206712963,0.220978197,0.102052786,0.174222555,0.150943396,0.220478326,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.583333333,0.12,0.255616529,0.11026393,0.350992881,0.20754717,0.138266069,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.625,0.083078704,0.264345168,0.104985338,0.353540652,0.08490566,0.108370703,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.666666667,0.060656566,0.27276745,0.111810184,0.257754011,0.103773585,0.168161435,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.708333333,0.034074074,0.269759134,0.090909091,0.145447733,0.245283019,0.218983558,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.75,0.733657408,0.291138775,0.103225807,0.121693518,0.198113208,0.317638266,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.791666667,0.578796296,0.29655274,0.08973607,0.344023979,0.056603774,0.286248132,1,1,6,0.007853403,0.090328683,0.000785384,0.985981308,0.050602979,0.949397021,0.042590286,0.552356021,0.004337875
0.833333333,0.56030303,0.262642631,0.097733937,0.48934228,0.037735849,0.180119581,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.875,0.55989899,0.252035678,0.082378033,0.484273987,0.08490566,0.414798206,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.916666667,0.543217593,0.221088686,0.091495601,0.462270513,0.009433962,0.144245142,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.958333333,0.521893939,0.216357743,0.096454279,0.352825369,0.150943396,0.198804185,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
1,0.374143519,0.217718769,0.106744868,0.203746722,0.150943396,0.816143498,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.041666667,0.140984848,0.214911341,0.109890696,0.305494056,0.132075472,0.334828102,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.083333333,0.0725,0.214569829,0.104985338,0.484600974,0.160377358,0.22122571,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.125,0.05474537,0.2168901,0.096187684,0.579093293,0.160377358,0.121076233,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.166666667,0.033472222,0.217442546,0.103812317,0.466766579,0.216981132,0.103886398,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.208333333,0.014675926,0.228988657,0.099706745,0.32476583,0.216981132,0.26980568,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.25,0.889143519,0.235120802,0.106744868,0.159685275,0.179245283,0.561285501,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.291666667,0.716782408,0.238490719,0.09032258,0.085575122,0.264150943,0.464125561,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.333333333,0.615740741,0.235176046,0.080938416,0.275833645,0.169811321,0.715994021,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.375,0.583680556,0.236501915,0.075659824,0.470738104,0.066037736,0.137518685,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.416666667,0.539189815,0.237662051,0.069208211,0.486774073,0.141509434,0.121823617,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.458333333,0.558333333,0.21020551,0.070381232,0.468415137,0.226415094,0.369207773,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.5,0.518981481,0.215564231,0.080351906,0.360134882,0.122641509,0.270553064,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.541666667,0.350069444,0.216669122,0.073900293,0.183664294,0.226415094,0.357249626,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.583333333,0.147407407,0.210702711,0.082697947,0.286774073,0.216981132,0.404334828,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.625,0.091515152,0.285965875,0.090695814,0.367866753,0.235849057,0.48206278,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.666666667,0.080231481,0.273571008,0.107331378,0.366729112,0.377358491,0.171898356,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.708333333,0.07337963,0.259815115,0.109677419,0.229449232,0.320754717,0.223467862,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.75,0.303287037,0.279979375,0.098533724,0.073735481,0.339622642,0.33632287,0,1,15,0.094240838,0.090328683,0.010225949,0.985981308,0.050602979,0.949397021,0.042590286,0.552356021,0.052054494
0.791666667,0.602222222,0.273791986,0.083870968,0.196777819,0.141509434,0.200298954,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.833333333,0.56537037,0.272134649,0.064516129,0.426152117,0.188679245,0.661434978,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.875,0.567878788,0.250107141,0.070861104,0.555148336,0.179245283,0.19058296,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.916666667,0.542986111,0.234236888,0.09032258,0.493068565,0.150943396,0.198056801,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.958333333,0.539328704,0.214404096,0.076832845,0.475009367,0.113207547,0.059043348,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
1,0.485763889,0.217663524,0.068035191,0.294492319,0,0.333333333,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.041666667,0.279015151,0.220275084,0.069581445,0.165707279,0.08490566,0.228699552,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.083333333,0.106041667,0.212581026,0.079178886,0.389059573,0.08490566,0.615844544,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.125,0.061944444,0.206448881,0.079178886,0.524990633,0.169811321,0.332585949,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.166666667,0.049652778,0.214901297,0.074486803,0.547845635,0.113207547,0.091180867,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.208333333,0.025856481,0.223298468,0.075659824,0.40591982,0.122641509,0.248878924,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.25,0.176388889,0.235618003,0.072140762,0.276957662,0.188679245,0.178624813,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.291666667,0.920532408,0.243904685,0.069208211,0.101985762,0.103773585,0.282511211,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.333333333,0.682430556,0.246114467,0.076832845,0.131884601,0.245283019,0.417040359,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.375,0.602199074,0.240534767,0.081524926,0.30093668,0.273584906,0.387144993,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.416666667,0.571365741,0.239264143,0.068621701,0.508055451,0.273584906,0.114349776,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.458333333,0.546689815,0.22915439,0.075659824,0.515324091,0.424528302,0.092675635,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.5,0.545717593,0.212304803,0.065102639,0.434095167,0.405660377,0.185351271,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.541666667,0.503680556,0.225066294,0.076246334,0.258149119,0.188679245,0.402092676,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.583333333,0.247916667,0.218492192,0.108504399,0.168227801,0.622641509,0.644245142,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.625,0.113863636,0.244080463,0.138043189,0.371954085,0.481132075,0.322869955,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.666666667,0.079421296,0.284122716,0.13372434,0.438441364,0.264150943,0.183856502,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.708333333,0.093694444,0.296994697,0.148856305,0.388115399,0.160377358,0.225710015,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.75,0.090069444,0.268930466,0.15483871,0.195578868,0.264150943,0.156203288,0,1,17,0.044502618,0.090328683,0.004603555,0.985981308,0.050602979,0.949397021,0.042590286,0.552356021,0.024581289
0.791666667,0.452199074,0.257550088,0.144868035,0.043162233,0.273584906,0.38490284,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.833333333,0.592569444,0.269814378,0.105571848,0.241888348,0.198113208,0.408071749,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.875,0.574837963,0.277493371,0.098533724,0.459123267,0.29245283,0.644992526,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.916666667,0.560833333,0.262024897,0.107331378,0.489171974,0.20754717,0.508221226,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.958333333,0.543449074,0.243186505,0.096774194,0.465118022,0.056603774,0.19058296,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
1,0.528194444,0.225287272,0.080938416,0.399250656,0.08490566,0.202541106,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.041666667,0.405162037,0.225673984,0.078005865,0.237242413,0.037735849,0.622571001,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.083333333,0.184421296,0.223906158,0.100293255,0.254027726,0.122641509,0.60612855,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.125,0.090277778,0.222138332,0.08914956,0.480104908,0.264150943,0.388639761,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.166666667,0.060740741,0.230590748,0.100293255,0.568677407,0.08490566,0.493273543,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.208333333,0.048310185,0.228215233,0.091495601,0.524466092,0.113207547,0.254110613,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.25,0.09974537,0.231861373,0.08797654,0.357437242,0.179245283,0.265321375,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.291666667,0.659837963,0.242799794,0.09032258,0.213263394,0.198113208,0.304185351,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.333333333,0.802070707,0.248841538,0.118848307,0.101944889,0.301886792,0.441704036,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.375,0.626237374,0.245466599,0.160437216,0.281378793,0.301886792,0.506726457,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.416666667,0.592676768,0.242935394,0.088136497,0.485990667,0.330188679,0.237668161,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.458333333,0.553634259,0.247164113,0.070381232,0.540127388,0.330188679,0.216741405,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.5,0.551388889,0.221641131,0.096774194,0.512701386,0.556603774,0.338565022,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.541666667,0.531597222,0.210039776,0.1542522,0.428475084,0.735849057,0.502242152,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.583333333,0.414166667,0.222083088,0.135483871,0.235743724,0.377358491,0.396113602,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.625,0.175833333,0.221088686,0.107917888,0.261146497,0.41509434,0.376681614,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.666666667,0.088773148,0.226281673,0.123753665,0.345822405,0.41509434,0.517189836,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.708333333,0.1,0.24414073,0.194988004,0.298463844,0.518867925,0.215994021,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.75,0.105509259,0.246777401,0.253372434,0.210415886,0.566037736,0.208520179,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.791666667,0.095046296,0.235286535,0.256891496,0.063094792,0.433962264,0.369207773,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.833333333,0.650555556,0.237451117,0.188589709,0.095977383,0.245283019,0.509715994,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.875,0.57525463,0.232690041,0.160117302,0.371824653,0.245283019,0.373692078,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.916666667,0.580856481,0.234402622,0.171847508,0.517796928,0.169811321,0.206278027,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.958333333,0.540763889,0.240148055,0.226392962,0.530760584,0.433962264,0.297458894,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
1,0.544490741,0.216503388,0.217008797,0.489696515,0.29245283,0.104633782,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.041666667,0.505625,0.21943135,0.168328446,0.352416635,0.396226415,0.713751868,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.083333333,0.355046296,0.222469799,0.182404692,0.153915324,0.094339623,0.564275037,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.125,0.139606481,0.216227166,0.164222874,0.313825403,0.094339623,0.489536622,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.166666667,0.080231481,0.205675457,0.231085044,0.474934432,0.132075472,0.389387145,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.208333333,0.064375,0.210315999,0.309677419,0.512851255,0.028301887,0.311659193,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.25,0.039930556,0.214901297,0.295014663,0.417684526,0.358490566,0.326606876,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.291666667,0.01625,0.226392163,0.271554252,0.297564631,0.216981132,0.177130045,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.333333333,0.891944444,0.235838981,0.258064516,0.133083552,0.132075472,1,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.375,0.692523148,0.23655716,0.237536657,0.084750843,0.311320755,0.338565022,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.416666667,0.614791667,0.231861373,0.218768328,0.322892469,0.29245283,0.257100149,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.458333333,0.579699074,0.243020772,0.252199413,0.496065942,0.283018868,0.401345291,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.5,0.545833333,0.252301856,0.255131965,0.449756463,0.386792453,0.171150972,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.541666667,0.550023148,0.227718032,0.247507332,0.487148745,0.481132075,0.19058296,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.583333333,0.504074074,0.227994255,0.251026393,0.376920195,0.471698113,0.130792227,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.625,0.341994949,0.230882038,0.287763263,0.188187609,0.490566038,0.444693572,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.666666667,0.171527778,0.249152917,0.314369502,0.295841139,0.5,0.501494768,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.708333333,0.116597222,0.273571008,0.317888563,0.406144623,0.41509434,0.331091181,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.75,0.101296296,0.275725545,0.346627566,0.351892094,0.41509434,0.200298954,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
0.791666667,0.092685185,0.258378757,0.346627566,0.177219933,0.396226415,0.475336323,0,0,0,0,0,0,0,0,0.949397021,0.042590286,0,0
